Longitud,Latitud,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septimbre,Octubre,Noviembre,Diciembre,Media,Media Calculada,Desviacion
-171.250,-84.750,-11.9,-20.2°,-31.0°,-35.7°,-37.1°,-36.8°,-40.6°,-40.9°,-40.0°,-31.3°,-20.5°,-11.9°,-29.9,-29.8,-0.1
-171.250,-85.250,-23.8,-32.7°,-43.8°,-48.3°,-49.4°,-49.4°,-52.8°,-53.0°,-52.3°,-43.7°,-32.6°,-23.8°,-42.2,-42.1,-0.1
-171.250,-85.750,-24.5,-34.0°,-45.5°,-49.7°,-50.8°,-50.8°,-53.8°,-54.1°,-53.4°,-44.8°,-33.6°,-24.5°,-43.4,-43.3,-0.1
-171.250,-86.250,-23.8,-34.0°,-45.9°,-49.9°,-50.6°,-50.8°,-53.5°,-53.7°,-53.2°,-44.6°,-33.3°,-23.7°,-43.2,-43.1,-0.1
-171.250,-86.750,-25.4,-36.2°,-48.6°,-52.3°,-52.9°,-53.2°,-55.5°,-55.6°,-55.3°,-46.8°,-35.1°,-25.3°,-45.3,-45.2,-0.1
-171.250,-87.250,-26.8,-38.0°,-50.6°,-54.2°,-54.7°,-55.1°,-57.2°,-57.3°,-57.0°,-48.5°,-36.7°,-26.8°,-47.0,-46.9,-0.1
-171.250,-87.750,-28.1,-39.8°,-52.7°,-56.2°,-56.6°,-57.0°,-58.9°,-59.0°,-58.7°,-50.3°,-38.2°,-28.1°,-48.7,-48.6,-0.1
-171.250,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.6°,-60.2°,-60.2°,-60.0°,-51.6°,-39.4°,-29.2°,-50.0,-50.0,0.0
-171.250,-88.750,-28.9,-41.2°,-54.4°,-57.8°,-58.0°,-58.6°,-60.0°,-60.1°,-59.9°,-51.4°,-39.1°,-28.8°,-50.0,-49.9,-0.1
-171.250,-89.250,-28.3,-40.7°,-54.0°,-57.4°,-57.6°,-58.1°,-59.5°,-59.5°,-59.4°,-51.0°,-38.7°,-28.3°,-49.5,-49.4,-0.1
-171.250,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-170.750,66.250,-19.3,-21.7°,-19.1°,-13.4°,-4.4°,2.3°,6.5°,5.8°,2.9°,-2.9°,-10.1°,-16.9°,-7.4,-7.5,0.1
-170.750,65.750,-21.1,-22.5°,-20.3°,-14.0°,-6.7°,0.4°,4.5°,3.5°,-0.1°,-6.3°,-13.1°,-17.7°,-9.3,-9.5,0.2
-170.750,-83.250,-5.3,-12.5°,-22.7°,-27.9°,-29.6°,-29.1°,-33.6°,-34.0°,-32.9°,-23.9°,-13.5°,-5.3°,-22.5,-22.5,0.0
-170.750,-84.750,-10.1,-18.4°,-29.3°,-33.9°,-35.3°,-35.0°,-38.9°,-39.1°,-38.2°,-29.5°,-18.7°,-10.1°,-28.1,-28.0,-0.1
-170.750,-85.250,-23.7,-32.6°,-43.8°,-48.2°,-49.4°,-49.3°,-52.7°,-53.0°,-52.3°,-43.6°,-32.6°,-23.8°,-42.1,-42.1,0.0
-170.750,-85.750,-24.5,-34.0°,-45.6°,-49.7°,-50.8°,-50.8°,-53.8°,-54.1°,-53.5°,-44.9°,-33.6°,-24.5°,-43.4,-43.3,-0.1
-170.750,-86.250,-23.5,-33.7°,-45.6°,-49.6°,-50.3°,-50.5°,-53.2°,-53.4°,-52.9°,-44.3°,-32.9°,-23.4°,-42.9,-42.8,-0.1
-170.750,-86.750,-25.2,-36.1°,-48.4°,-52.2°,-52.8°,-53.0°,-55.4°,-55.5°,-55.1°,-46.6°,-35.0°,-25.1°,-45.1,-45.0,-0.1
-170.750,-87.250,-26.7,-38.0°,-50.6°,-54.2°,-54.7°,-55.1°,-57.1°,-57.3°,-56.9°,-48.4°,-36.6°,-26.7°,-46.9,-46.9,0.0
-170.750,-87.750,-28.1,-39.8°,-52.7°,-56.2°,-56.6°,-57.0°,-58.9°,-59.0°,-58.7°,-50.2°,-38.2°,-28.1°,-48.7,-48.6,-0.1
-170.750,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.2°,-60.2°,-60.0°,-51.6°,-39.4°,-29.2°,-54.0,-50.0,-4.0
-170.750,-88.750,-28.9,-41.1°,-54.4°,-57.8°,-58.0°,-58.5°,-60.0°,-60.0°,-59.9°,-51.4°,-39.1°,-28.8°,-50.0,-49.8,-0.2
-170.750,-89.250,-28.2,-40.6°,-54.0°,-57.4°,-57.6°,-58.1°,-59.5°,-59.5°,-59.4°,-51.0°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-170.750,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-170.250,66.250,-19.2,-22.1°,-20.3°,-14.2°,-4.4°,2.0°,6.2°,5.5°,2.6°,-2.9°,-9.9°,-17.6°,-7.7,-7.9,0.2
-170.250,63.250,-7.7,-12.0°,-9.7°,-5.2°,-0.3°,3.2°,8.1°,7.7°,5.5°,1.3°,-3.2°,-5.3°,-1.4,-1.5,0.1
-170.250,-83.250,-5.3,-12.5°,-22.7°,-27.8°,-29.6°,-29.1°,-33.6°,-34.0°,-32.9°,-23.9°,-13.5°,-5.3°,-22.5,-22.5,0.0
-170.250,-84.750,-11.1,-19.4°,-30.2°,-34.9°,-36.2°,-36.0°,-39.8°,-40.1°,-39.2°,-30.5°,-19.7°,-11.1°,-29.1,-29.0,-0.1
-170.250,-85.250,-17.0,-25.9°,-37.1°,-41.5°,-42.7°,-42.6°,-46.0°,-46.3°,-45.6°,-36.9°,-25.9°,-17.1°,-35.4,-35.4,0.0
-170.250,-85.750,-24.5,-34.0°,-45.6°,-49.7°,-50.8°,-50.8°,-53.8°,-54.1°,-53.5°,-44.9°,-33.6°,-24.5°,-33.4,-43.3,9.9
-170.250,-86.250,-23.2,-33.4°,-45.2°,-49.2°,-50.0°,-50.2°,-52.8°,-53.0°,-52.6°,-44.0°,-32.5°,-23.1°,-42.5,-42.4,-0.1
-170.250,-86.750,-25.1,-36.0°,-48.3°,-52.0°,-52.7°,-52.9°,-55.3°,-55.4°,-55.0°,-46.5°,-34.9°,-25.0°,-45.0,-44.9,-0.1
-170.250,-87.250,-26.7,-37.9°,-50.5°,-54.1°,-54.6°,-55.0°,-57.1°,-57.2°,-56.9°,-48.4°,-36.6°,-26.7°,-46.9,-46.8,-0.1
-170.250,-87.750,-28.1,-39.8°,-52.7°,-56.2°,-56.6°,-57.0°,-58.8°,-58.9°,-58.6°,-50.2°,-38.2°,-28.1°,-48.7,-48.6,-0.1
-170.250,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.2°,-60.2°,-60.0°,-51.6°,-39.4°,-29.2°,-50.0,-50.0,0.0
-170.250,-88.750,-28.9,-41.1°,-54.3°,-57.8°,-58.0°,-58.4°,-60.0°,-60.0°,-59.9°,-51.4°,-39.1°,-28.8°,-49.9,-49.8,-0.1
-170.250,-89.250,-28.2,-40.6°,-54.0°,-57.4°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-170.250,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-169.750,63.250,-7.5,-11.8°,-10.0°,-5.3°,-0.5°,3.0°,7.7°,7.4°,5.4°,1.0°,-3.3°,-5.2°,-1.5,-1.6,0.1
-169.750,-83.250,-5.3,-12.5°,-22.7°,-27.8°,-29.6°,-29.1°,-33.6°,-34.0°,-32.9°,-23.9°,-13.5°,-5.3°,-22.5,-22.5,0.0
-169.750,-84.750,-9.8,-18.1°,-28.9°,-33.6°,-34.9°,-34.7°,-38.4°,-38.7°,-37.9°,-29.2°,-18.4°,-9.8°,-27.7,-27.7,0.0
-169.750,-85.250,-16.4,-25.3°,-36.5°,-40.9°,-42.0°,-42.0°,-45.4°,-45.7°,-45.0°,-36.3°,-25.3°,-16.4°,-34.8,-34.8,0.0
-169.750,-85.750,-24.6,-34.1°,-45.7°,-49.8°,-50.8°,-50.8°,-53.9°,-54.1°,-53.6°,-44.9°,-33.7°,-24.6°,-43.5,-43.4,-0.1
-169.750,-86.250,-22.9,-33.1°,-45.0°,-49.0°,-49.7°,-49.9°,-52.6°,-52.7°,-52.3°,-43.7°,-32.2°,-22.8°,-42.3,-42.2,-0.1
-169.750,-86.750,-25.1,-35.9°,-48.2°,-52.0°,-52.6°,-52.9°,-55.2°,-55.3°,-55.0°,-46.5°,-34.8°,-25.0°,-45.0,-44.9,-0.1
-169.750,-87.250,-26.6,-37.9°,-50.5°,-54.1°,-54.5°,-54.9°,-57.0°,-57.2°,-56.8°,-48.3°,-36.5°,-26.6°,-46.8,-46.7,-0.1
-169.750,-87.750,-28.1,-39.8°,-52.7°,-56.2°,-56.6°,-57.0°,-58.8°,-58.9°,-58.6°,-50.2°,-38.2°,-28.1°,-48.6,-48.6,0.0
-169.750,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.2°,-60.2°,-60.0°,-51.6°,-39.4°,-29.2°,-42.0,-50.0,8.0
-169.750,-88.750,-28.9,-41.1°,-54.3°,-57.8°,-58.0°,-58.4°,-60.0°,-60.0°,-59.9°,-51.4°,-39.1°,-28.8°,-49.9,-49.8,-0.1
-169.750,-89.250,-28.2,-40.6°,-54.0°,-57.4°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-169.750,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-169.250,63.250,-5.7,-9.9°,-8.9°,-4.3°,0.4°,3.9°,8.2°,7.9°,6.3°,1.9°,-2.2°,-3.6°,-0.4,-0.5,0.1
-169.250,-84.750,-9.0,-17.3°,-28.1°,-32.7°,-34.1°,-33.9°,-37.6°,-37.9°,-37.1°,-28.4°,-17.6°,-9.0°,-26.9,-26.9,0.0
-169.250,-85.250,-16.2,-25.1°,-36.2°,-40.6°,-41.8°,-41.7°,-45.1°,-45.4°,-44.7°,-36.1°,-25.1°,-16.2°,-34.6,-34.5,-0.1
-169.250,-85.750,-24.9,-34.4°,-46.0°,-50.2°,-51.2°,-51.2°,-54.2°,-54.5°,-53.9°,-45.3°,-34.1°,-24.9°,-43.9,-43.7,-0.2
-169.250,-86.250,-22.3,-32.6°,-44.5°,-48.4°,-49.2°,-49.4°,-52.0°,-52.2°,-51.8°,-43.2°,-31.7°,-22.3°,-41.8,-41.6,-0.2
-169.250,-86.750,-25.1,-35.9°,-48.2°,-51.9°,-52.5°,-52.8°,-55.1°,-55.3°,-54.9°,-46.4°,-34.8°,-24.9°,-44.9,-44.8,-0.1
-169.250,-87.250,-26.6,-37.8°,-50.4°,-54.0°,-54.5°,-54.9°,-57.0°,-57.0°,-56.8°,-48.3°,-36.5°,-26.6°,-46.8,-46.7,-0.1
-169.250,-87.750,-28.0,-39.7°,-52.6°,-56.1°,-56.5°,-56.9°,-58.8°,-58.9°,-58.6°,-50.2°,-38.1°,-28.0°,-48.6,-48.5,-0.1
-169.250,-88.250,-29.1,-41.0°,-54.1°,-57.5°,-57.8°,-58.3°,-60.0°,-60.1°,-59.8°,-51.4°,-39.2°,-29.1°,-49.8,-49.8,0.0
-169.250,-88.750,-28.9,-41.1°,-54.3°,-57.8°,-58.0°,-58.4°,-60.0°,-60.0°,-59.9°,-51.3°,-39.1°,-28.7°,-49.9,-49.8,-0.1
-169.250,-89.250,-28.2,-40.6°,-53.9°,-57.4°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-44.4,-49.3,4.9
-169.250,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-48.0,-48.9,0.9
-168.750,63.250,-4.9,-9.1°,-8.5°,-3.9°,0.8°,4.3°,8.3°,8.1°,6.6°,2.2°,-1.8°,-3.0°,0.0,-0.1,0.1
-168.750,-84.750,-8.2,-16.6°,-27.4°,-32.0°,-33.4°,-33.1°,-36.8°,-37.2°,-36.4°,-27.6°,-16.9°,-8.3°,-26.2,-26.2,0.0
-168.750,-85.250,-15.4,-24.3°,-35.4°,-39.8°,-41.0°,-40.9°,-44.3°,-44.6°,-43.9°,-35.3°,-24.3°,-15.4°,-33.7,-33.7,0.0
-168.750,-85.750,-25.2,-34.7°,-46.3°,-50.4°,-51.4°,-51.4°,-54.5°,-54.8°,-54.2°,-45.6°,-34.3°,-25.2°,-44.1,-44.0,-0.1
-168.750,-86.250,-21.8,-32.1°,-43.9°,-47.8°,-48.6°,-48.8°,-51.5°,-51.7°,-51.2°,-42.7°,-31.2°,-21.8°,-41.2,-41.1,-0.1
-168.750,-86.750,-25.0,-35.8°,-48.1°,-51.9°,-52.5°,-52.8°,-55.1°,-55.2°,-54.9°,-46.4°,-34.7°,-24.9°,-44.9,-44.8,-0.1
-168.750,-87.250,-26.5,-37.8°,-50.4°,-54.0°,-54.4°,-54.8°,-56.9°,-57.0°,-56.7°,-48.2°,-36.4°,-26.5°,-46.7,-46.6,-0.1
-168.750,-87.750,-28.0,-39.7°,-52.6°,-56.1°,-56.5°,-56.9°,-58.8°,-58.9°,-58.6°,-50.2°,-38.1°,-28.0°,-48.6,-48.5,-0.1
-168.750,-88.250,-29.1,-41.0°,-54.1°,-57.5°,-57.8°,-58.3°,-60.0°,-60.1°,-59.8°,-51.4°,-39.2°,-29.1°,-49.8,-49.8,0.0
-168.750,-88.750,-28.8,-41.0°,-54.3°,-57.7°,-57.9°,-58.4°,-60.0°,-60.0°,-59.9°,-51.3°,-39.1°,-28.7°,-49.9,-49.8,-0.1
-168.750,-89.250,-28.2,-40.6°,-53.9°,-57.4°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-168.750,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-168.250,53.250,1.7,0.6°,1.6°,2.7°,4.6°,7.1°,9.7°,10.8°,9.4°,6.3°,3.6°,2.1°,5.0,5.0,0.0
-168.250,-84.750,-7.2,-15.5°,-26.3°,-30.9°,-32.3°,-32.0°,-35.8°,-36.1°,-35.3°,-26.6°,-15.8°,-7.2°,-25.1,-25.1,0.0
-168.250,-85.250,-18.0,-26.8°,-38.0°,-42.3°,-43.5°,-43.4°,-46.8°,-47.1°,-46.4°,-37.8°,-26.8°,-17.9°,-36.3,-36.2,-0.1
-168.250,-85.750,-25.0,-34.5°,-46.1°,-50.2°,-51.2°,-51.3°,-54.3°,-54.6°,-54.0°,-45.4°,-34.2°,-25.0°,-44.0,-43.8,-0.2
-168.250,-86.250,-21.5,-31.8°,-43.7°,-47.6°,-48.3°,-48.5°,-51.2°,-51.4°,-51.0°,-42.4°,-30.9°,-21.5°,-40.9,-40.8,-0.1
-168.250,-86.750,-24.9,-35.7°,-48.1°,-51.8°,-52.4°,-52.7°,-55.0°,-55.1°,-54.8°,-46.3°,-34.6°,-24.8°,-44.8,-44.7,-0.1
-168.250,-87.250,-26.5,-37.7°,-50.3°,-53.9°,-54.4°,-54.8°,-56.9°,-56.9°,-56.7°,-48.2°,-36.4°,-26.5°,-46.7,-46.6,-0.1
-168.250,-87.750,-28.0,-39.7°,-52.6°,-56.1°,-56.5°,-56.9°,-58.7°,-58.8°,-58.5°,-50.1°,-38.1°,-28.0°,-48.6,-48.5,-0.1
-168.250,-88.250,-29.1,-41.0°,-54.1°,-57.5°,-57.8°,-58.3°,-60.0°,-60.1°,-59.8°,-51.4°,-39.2°,-29.1°,-49.8,-49.8,0.0
-168.250,-88.750,-28.8,-41.0°,-54.3°,-57.7°,-57.9°,-58.4°,-59.9°,-60.0°,-59.9°,-51.3°,-39.1°,-28.7°,-49.9,-49.8,-0.1
-168.250,-89.250,-28.2,-40.6°,-53.9°,-57.3°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-168.250,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-167.750,65.750,-16.6,-18.0°,-17.6°,-10.9°,-1.5°,5.9°,9.4°,9.5°,6.1°,-0.1°,-7.0°,-15.0°,-4.5,-4.7,0.2
-167.750,-85.250,-17.1,-25.9°,-37.1°,-41.4°,-42.6°,-42.5°,-45.9°,-46.2°,-45.5°,-36.9°,-25.9°,-17.1°,-35.4,-35.3,-0.1
-167.750,-85.750,-24.6,-34.1°,-45.7°,-49.8°,-50.8°,-50.9°,-53.9°,-54.2°,-53.6°,-45.0°,-33.8°,-24.6°,-43.5,-43.4,-0.1
-167.750,-86.250,-21.2,-31.5°,-43.4°,-47.3°,-48.1°,-48.3°,-50.9°,-51.1°,-50.7°,-42.1°,-30.7°,-21.2°,-40.7,-40.5,-0.2
-167.750,-86.750,-24.8,-35.6°,-47.9°,-51.6°,-52.2°,-52.5°,-54.9°,-55.0°,-54.6°,-46.1°,-34.5°,-24.7°,-44.6,-44.5,-0.1
-167.750,-87.250,-26.4,-37.7°,-50.3°,-53.9°,-54.3°,-54.7°,-56.8°,-56.9°,-56.6°,-48.1°,-36.3°,-26.4°,-46.6,-46.5,-0.1
-167.750,-87.750,-28.0,-39.7°,-52.6°,-56.0°,-56.4°,-56.9°,-58.7°,-58.8°,-58.5°,-50.1°,-38.1°,-28.0°,-48.5,-48.5,0.0
-167.750,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.2°,-60.2°,-60.0°,-51.6°,-39.4°,-29.2°,-50.0,-50.0,0.0
-167.750,-88.750,-28.8,-41.0°,-54.3°,-57.7°,-57.9°,-58.4°,-59.9°,-60.0°,-59.8°,-51.3°,-39.0°,-28.7°,-49.9,-49.7,-0.2
-167.750,-89.250,-28.2,-40.6°,-53.9°,-57.3°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-167.750,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-48.0,-48.9,0.9
-167.250,65.750,-17.6,-18.6°,-17.5°,-10.6°,-1.5°,5.8°,9.4°,9.2°,5.5°,-1.0°,-8.0°,-15.3°,-4.9,-5.0,0.1
-167.250,-83.250,-5.4,-12.6°,-22.6°,-27.8°,-29.6°,-29.1°,-33.5°,-33.9°,-32.8°,-24.0°,-13.6°,-5.4°,-22.5,-22.5,0.0
-167.250,-85.250,-18.3,-27.2°,-38.3°,-42.7°,-43.9°,-43.8°,-47.2°,-47.5°,-46.8°,-38.2°,-27.2°,-18.3°,-36.7,-36.6,-0.1
-167.250,-85.750,-23.6,-33.2°,-44.7°,-48.8°,-49.8°,-49.9°,-52.9°,-53.2°,-52.6°,-44.0°,-32.8°,-23.6°,-42.6,-42.4,-0.2
-167.250,-86.250,-20.9,-31.2°,-43.1°,-47.1°,-47.8°,-48.0°,-50.7°,-50.9°,-50.4°,-41.8°,-30.4°,-20.9°,-40.4,-40.3,-0.1
-167.250,-86.750,-24.5,-35.3°,-47.6°,-51.3°,-51.9°,-52.2°,-54.5°,-54.7°,-54.3°,-45.8°,-34.2°,-24.4°,-44.3,-44.2,-0.1
-167.250,-87.250,-26.4,-37.6°,-50.2°,-53.8°,-54.3°,-54.7°,-56.8°,-56.8°,-56.6°,-48.1°,-36.3°,-26.4°,-46.6,-46.5,-0.1
-167.250,-87.750,-27.9,-39.6°,-52.5°,-56.0°,-56.4°,-56.8°,-58.7°,-58.8°,-58.5°,-50.1°,-38.0°,-27.9°,-48.5,-48.4,-0.1
-167.250,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.2°,-60.2°,-60.0°,-51.6°,-39.4°,-29.2°,-50.0,-50.0,0.0
-167.250,-88.750,-28.8,-40.9°,-54.3°,-57.7°,-57.9°,-58.3°,-59.9°,-59.9°,-59.8°,-51.3°,-39.0°,-28.7°,-49.8,-49.7,-0.1
-167.250,-89.250,-28.2,-40.6°,-53.9°,-57.3°,-57.5°,-58.1°,-59.5°,-59.5°,-59.4°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-167.250,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-166.750,65.750,-18.5,-19.1°,-17.5°,-10.3°,-1.6°,5.8°,9.5°,9.2°,5.2°,-1.7°,-8.8°,-15.6°,-5.2,-5.3,0.1
-166.750,60.250,-9.2,-10.1°,-7.7°,-4.4°,1.4°,5.6°,9.2°,9.5°,7.4°,1.9°,-2.4°,-7.5°,-0.4,-0.5,0.1
-166.750,53.750,-0.3,-0.9°,0.3°,1.3°,3.9°,6.7°,9.7°,10.6°,8.3°,4.8°,1.9°,0.4°,3.9,3.9,0.0
-166.750,-85.250,-16.0,-24.9°,-36.0°,-40.4°,-41.5°,-41.5°,-44.9°,-45.2°,-44.5°,-35.9°,-24.9°,-16.0°,-34.4,-34.3,-0.1
-166.750,-85.750,-22.2,-31.7°,-43.2°,-47.3°,-48.3°,-48.4°,-51.4°,-51.7°,-51.1°,-42.5°,-31.3°,-22.1°,-41.1,-40.9,-0.2
-166.750,-86.250,-20.7,-31.0°,-42.9°,-46.9°,-47.6°,-47.8°,-50.4°,-50.6°,-50.2°,-41.6°,-30.2°,-20.7°,-40.2,-40.1,-0.1
-166.750,-86.750,-24.0,-34.7°,-46.9°,-50.7°,-51.4°,-51.6°,-54.0°,-54.1°,-53.8°,-45.3°,-33.7°,-23.9°,-43.8,-43.7,-0.1
-166.750,-87.250,-26.3,-37.6°,-50.2°,-53.8°,-54.2°,-54.6°,-56.7°,-56.8°,-56.5°,-48.0°,-36.2°,-26.3°,-46.5,-46.4,-0.1
-166.750,-87.750,-27.9,-39.6°,-52.5°,-56.0°,-56.4°,-56.8°,-58.6°,-58.7°,-58.4°,-50.1°,-38.0°,-27.9°,-48.5,-48.4,-0.1
-166.750,-88.250,-29.2,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.2°,-60.2°,-60.0°,-51.5°,-39.4°,-29.1°,-50.0,-49.9,-0.1
-166.750,-88.750,-28.8,-40.9°,-54.2°,-57.7°,-57.9°,-58.3°,-59.9°,-59.9°,-59.8°,-51.3°,-39.0°,-28.7°,-49.8,-49.7,-0.1
-166.750,-89.250,-28.2,-40.6°,-53.9°,-57.3°,-57.5°,-58.0°,-59.4°,-59.4°,-59.3°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-166.750,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-166.250,65.750,-19.6,-20.0°,-18.0°,-10.8°,-2.1°,5.3°,9.1°,8.6°,4.4°,-2.7°,-10.0°,-16.4°,-5.9,-6.0,0.1
-166.250,65.250,-18.1,-17.4°,-15.7°,-6.9°,0.2°,8.1°,11.1°,10.5°,6.1°,-1.2°,-8.1°,-14.7°,-3.8,-3.8,0.0
-166.250,64.750,-16.5,-17.1°,-15.1°,-8.2°,0.4°,6.8°,9.9°,9.2°,5.1°,-2.3°,-9.0°,-14.8°,-4.2,-4.3,0.1
-166.250,60.250,-11.7,-12.4°,-9.5°,-5.7°,0.9°,5.5°,9.0°,9.4°,6.9°,0.9°,-3.9°,-9.8°,-1.6,-1.7,0.1
-166.250,53.750,-1.8,-2.2°,-1.2°,-0.2°,2.5°,5.3°,8.3°,9.1°,6.8°,3.3°,0.4°,-1.0°,2.5,2.4,0.1
-166.250,-85.250,-15.6,-24.4°,-35.6°,-39.9°,-41.1°,-41.0°,-44.4°,-44.7°,-44.0°,-35.5°,-24.4°,-15.6°,-33.9,-33.9,0.0
-166.250,-85.750,-20.8,-30.3°,-41.8°,-45.9°,-46.9°,-47.0°,-50.0°,-50.3°,-49.7°,-41.1°,-29.9°,-20.8°,-39.7,-39.5,-0.2
-166.250,-86.250,-20.6,-30.9°,-42.8°,-46.7°,-47.4°,-47.6°,-50.3°,-50.5°,-50.1°,-41.5°,-30.1°,-20.6°,-40.0,-39.9,-0.1
-166.250,-86.750,-23.7,-34.4°,-46.6°,-50.4°,-51.1°,-51.3°,-53.7°,-53.8°,-53.5°,-45.0°,-33.4°,-23.6°,-43.5,-43.4,-0.1
-166.250,-87.250,-26.3,-37.5°,-50.1°,-53.7°,-54.2°,-54.6°,-56.7°,-56.7°,-56.5°,-48.0°,-36.2°,-26.3°,-46.5,-46.4,-0.1
-166.250,-87.750,-27.8,-39.3°,-52.2°,-55.7°,-56.1°,-56.5°,-58.4°,-58.5°,-58.2°,-49.8°,-37.8°,-27.7°,-48.2,-48.2,0.0
-166.250,-88.250,-29.1,-41.2°,-54.3°,-57.7°,-58.0°,-58.5°,-60.1°,-60.2°,-60.0°,-51.5°,-39.4°,-29.1°,-50.0,-49.9,-0.1
-166.250,-88.750,-28.8,-40.9°,-54.2°,-57.7°,-57.9°,-58.3°,-59.9°,-59.9°,-59.8°,-51.3°,-39.0°,-28.7°,-49.8,-49.7,-0.1
-166.250,-89.250,-28.2,-40.6°,-53.9°,-57.3°,-57.5°,-58.0°,-59.4°,-59.4°,-59.3°,-50.9°,-38.6°,-28.2°,-49.4,-49.3,-0.1
-166.250,-89.750,-27.7,-40.2°,-53.6°,-57.0°,-57.2°,-57.7°,-59.1°,-59.1°,-59.0°,-50.5°,-38.1°,-27.7°,-49.0,-48.9,-0.1
-165.750,68.750,-21.2,-22.3°,-19.3°,-13.3°,-2.8°,4.7°,8.9°,8.1°,3.3°,-5.4°,-13.4°,-19.8°,-7.6,-7.7,0.1
-165.750,68.250,-20.1,-21.3°,-18.3°,-12.3°,-1.8°,5.6°,9.9°,9.0°,4.3°,-4.2°,-12.1°,-18.4°,-9.5,-6.6,-2.9
-165.750,66.250,-20.6,-21.3°,-18.6°,-12.2°,-2.7°,4.5°,9.1°,8.6°,4.6°,-2.7°,-10.6°,-16.5°,-6.4,-6.5,0.1
-165.750,65.750,-19.9,-20.2°,-18.0°,-10.8°,-2.0°,5.3°,9.2°,8.7°,4.4°,-3.1°,-10.4°,-16.6°,-6.0,-6.1,0.1
-165.750,65.250,-17.5,-17.3°,-15.3°,-7.2°,0.6°,8.2°,11.2°,10.5°,6.1°,-1.4°,-8.3°,-14.6°,-3.7,-3.8,0.1
-165.750,64.750,-17.1,-17.9°,-15.8°,-9.1°,-0.1°,6.2°,9.0°,8.3°,4.1°,-3.5°,-10.2°,-15.8°,-5.1,-5.2,0.1
-165.750,61.750,-9.4,-10.7°,-8.2°,-4.1°,2.7°,7.3°,10.4°,10.0°,7.2°,1.2°,-3.6°,-7.5°,-0.3,-0.4,0.1
-165.750,60.250,-10.7,-11.3°,-8.3°,-4.8°,1.6°,6.0°,9.6°,10.0°,7.5°,1.6°,-3.0°,-8.6°,-0.8,-0.9,0.1
